"market_cap_usd","volume_24h_usd","bitcoin_dominance_percentage","cryptocurrencies_number","market_cap_ath_value","market_cap_ath_date","volume_24h_ath_value","volume_24h_ath_date","market_cap_change_24h","volume_24h_change_24h","last_updated"
"3262956580982","227665598048","58.64",12432,"4233488104833","2024-12-17T14:10:00Z","16460384024873","2022-12-03T07:55:00Z","0.1500","3.6600","1970-01-21T03:02:39.205Z"
